,optimizer,task,iteration,mean_rank,lb,ub,best_y
190,PFN-Mixed,xgboost_opt,190,,0.025246913580246857,0.02722222222222217,0.02629629629629624
191,PFN-Mixed,xgboost_opt,191,,0.025246913580246857,0.02716049382716044,0.02629629629629624
192,PFN-Mixed,xgboost_opt,192,,0.02524691358024685,0.027222222222222165,0.02629629629629624
193,PFN-Mixed,xgboost_opt,193,,0.025308641975308577,0.02728395061728389,0.02629629629629624
194,PFN-Mixed,xgboost_opt,194,,0.025308641975308587,0.027222222222222172,0.02629629629629624
195,PFN-Mixed,xgboost_opt,195,,0.02518518518518513,0.02716049382716044,0.026234567901234514
196,PFN-Mixed,xgboost_opt,196,,0.025123456790123393,0.0269768518518518,0.026111111111111054
197,PFN-Mixed,xgboost_opt,197,,0.025061728395061673,0.027037037037036978,0.026111111111111054
198,PFN-Mixed,xgboost_opt,198,,0.02518518518518513,0.02703703703703697,0.026111111111111054
199,PFN-Mixed,xgboost_opt,199,,0.025123456790123396,0.026975308641975258,0.026111111111111054
200,PFN-Mixed,xgboost_opt,200,,0.025123456790123396,0.02691358024691353,0.026111111111111054
0,Random Baseline,schwefel,0,,2436.954956962208,3662.1157534260788,3026.751280655623
1,Random Baseline,schwefel,1,,2400.556176606922,3631.356342324437,3013.5407342775975
2,Random Baseline,schwefel,2,,2388.663716096091,3677.9388183309234,3011.1469954100403
3,Random Baseline,schwefel,3,,2381.250682672883,3589.2282291501106,2985.026021106867
4,Random Baseline,schwefel,4,,2325.7156636732225,3520.833531453421,2913.9911403841147
5,Random Baseline,schwefel,5,,2367.541234509108,3479.730457843712,2895.5327261791913
6,Random Baseline,schwefel,6,,2319.4759437695443,3412.288834294475,2867.205454165988
7,Random Baseline,schwefel,7,,2282.111215761528,3442.219300814077,2867.205454165988
8,Random Baseline,schwefel,8,,2336.6893649688745,3451.5310164673388,2867.205454165988
9,Random Baseline,schwefel,9,,2277.4528952871165,3405.9033680678135,2852.4904157289698
10,Random Baseline,schwefel,10,,2274.094797413504,3407.0409836331332,2821.883679240827
11,Random Baseline,schwefel,11,,2263.5448667124124,3371.0065016164813,2806.773548214623
12,Random Baseline,schwefel,12,,2212.1933309654505,3383.9653652549105,2802.8271933767014
13,Random Baseline,schwefel,13,,2221.9689763595056,3296.4352746039563,2776.1549122805645
14,Random Baseline,schwefel,14,,2218.4087038205143,3331.634148127887,2755.1445286457106
15,Random Baseline,schwefel,15,,2211.550480189169,3307.0880135573993,2755.1445286457106
16,Random Baseline,schwefel,16,,2162.240233046093,3276.0297762520336,2733.757438575043
17,Random Baseline,schwefel,17,,2209.2387382413444,3284.7202179955325,2733.757438575043
18,Random Baseline,schwefel,18,,2205.5216297495263,3241.9788547798016,2733.757438575043
19,Random Baseline,schwefel,19,,2202.3878970559235,3297.919810007356,2733.757438575043
20,Random Baseline,schwefel,20,,2150.7772443888894,3260.3789414517696,2707.355081566949
21,Random Baseline,schwefel,21,,2175.2193449807864,3240.6928424309135,2707.355081566949
22,Random Baseline,schwefel,22,,2125.2491039570828,3278.8153645849557,2696.1324875337054
23,Random Baseline,schwefel,23,,2147.4977810292503,3240.1533353698414,2681.923034819789
24,Random Baseline,schwefel,24,,2125.3534585743673,3220.0517928664117,2666.469193602025
25,Random Baseline,schwefel,25,,2125.3607611300563,3209.6269456147916,2657.4720532759156
26,Random Baseline,schwefel,26,,2103.676641167843,3217.925393686515,2657.1581306008843
27,Random Baseline,schwefel,27,,2083.311504819248,3228.18808774669,2656.701912996423
28,Random Baseline,schwefel,28,,2096.561312184381,3226.2971655556594,2656.701912996423
29,Random Baseline,schwefel,29,,2101.0530550429335,3201.9394676855172,2650.3850486297993
30,Random Baseline,schwefel,30,,2086.062745563637,3227.262224880698,2650.3850486297993
31,Random Baseline,schwefel,31,,2129.0841246008317,3203.417047581512,2650.3850486297993
32,Random Baseline,schwefel,32,,2065.4446492918382,3191.080388579998,2646.0770907148767
33,Random Baseline,schwefel,33,,2096.03742095267,3184.030678221417,2646.0770907148767
34,Random Baseline,schwefel,34,,2110.7966833276028,3193.2484231295,2646.0770907148767
35,Random Baseline,schwefel,35,,2053.32510407283,3226.5134335499347,2646.0770907148767
36,Random Baseline,schwefel,36,,2043.5451559245462,3187.340321795275,2642.0905150857943
37,Random Baseline,schwefel,37,,2096.0063908681173,3243.134785311505,2642.0905150857943
38,Random Baseline,schwefel,38,,2093.5791522633695,3191.861996623986,2642.0905150857943
39,Random Baseline,schwefel,39,,2005.8753354955418,3134.5779262816914,2642.0905150857943
40,Random Baseline,schwefel,40,,2056.1141158271967,3158.2472274682873,2642.0905150857943
41,Random Baseline,schwefel,41,,2077.2141459340396,3176.2403730908222,2642.0905150857943
42,Random Baseline,schwefel,42,,2078.2815214028215,3191.113644437051,2642.0905150857943
43,Random Baseline,schwefel,43,,2128.423550389597,3204.465382433421,2637.932481367081
44,Random Baseline,schwefel,44,,2120.7992806807147,3163.0110626127766,2637.932481367081
45,Random Baseline,schwefel,45,,2133.6728074219677,3224.881396163806,2637.932481367081
46,Random Baseline,schwefel,46,,2121.6173130992843,3185.2519287622904,2637.932481367081
47,Random Baseline,schwefel,47,,2119.463543348661,3193.3300409298163,2637.932481367081
48,Random Baseline,schwefel,48,,2087.044553444641,3172.677545953337,2637.932481367081
49,Random Baseline,schwefel,49,,2107.568784623371,3172.191661051722,2637.932481367081
50,Random Baseline,schwefel,50,,2090.3004083645183,3183.0346060004126,2637.932481367081
51,Random Baseline,schwefel,51,,2092.685003208495,3181.7384242223898,2637.932481367081
52,Random Baseline,schwefel,52,,2106.2355625299806,3184.3631787018085,2637.932481367081
53,Random Baseline,schwefel,53,,2071.9058108486693,3207.0429768554104,2637.932481367081
54,Random Baseline,schwefel,54,,2095.9171216770483,3193.8750951041434,2637.932481367081
55,Random Baseline,schwefel,55,,2116.819469344977,3168.798870382843,2637.932481367081
56,Random Baseline,schwefel,56,,2126.933004253722,3206.454104037221,2637.932481367081
57,Random Baseline,schwefel,57,,2062.570098338466,3148.1286857453815,2637.932481367081
58,Random Baseline,schwefel,58,,2124.503139220224,3199.2379613809467,2637.932481367081
59,Random Baseline,schwefel,59,,2055.3776984797064,3166.372837006738,2637.225874086824
60,Random Baseline,schwefel,60,,2028.8197187157716,3211.0820754903584,2615.679779827279
61,Random Baseline,schwefel,61,,2059.4723512192936,3200.252581003519,2615.679779827279
62,Random Baseline,schwefel,62,,2077.9696729754487,3123.058895641319,2601.923916774775
63,Random Baseline,schwefel,63,,2034.618484176394,3137.1771940075655,2591.771685953881
64,Random Baseline,schwefel,64,,2057.9250832380726,3146.087417557446,2591.771685953881
65,Random Baseline,schwefel,65,,2046.321951224546,3114.16991982481,2590.056165040425
66,Random Baseline,schwefel,66,,2048.047462135146,3159.2823000268418,2590.056165040425
67,Random Baseline,schwefel,67,,2038.013064961888,3175.0401712958774,2590.056165040425
68,Random Baseline,schwefel,68,,2036.799090116436,3109.688493649275,2586.360379053235
69,Random Baseline,schwefel,69,,2049.1718126556007,3084.7330831291447,2586.360379053235
70,Random Baseline,schwefel,70,,2042.1846348687068,3145.8481138393395,2586.1190666017205
71,Random Baseline,schwefel,71,,2042.342377851119,3167.4400636201935,2580.4289752195045
72,Random Baseline,schwefel,72,,2030.029578031985,3110.7773751084837,2580.4289752195045
73,Random Baseline,schwefel,73,,2021.6464629072814,3119.217222732874,2580.4289752195045
74,Random Baseline,schwefel,74,,2029.7484592007395,3103.174748515612,2580.411210485998
75,Random Baseline,schwefel,75,,2067.279882091403,3120.0366946307704,2579.93037182805
76,Random Baseline,schwefel,76,,2014.6863994766832,3134.5210572449396,2563.6432988419256
77,Random Baseline,schwefel,77,,2021.7143624587466,3091.8482019504027,2563.6432988419256
78,Random Baseline,schwefel,78,,2001.6295356495525,3098.6134121865102,2562.3739260651546
79,Random Baseline,schwefel,79,,2009.0919972903857,3076.4587338654183,2562.3739260651546
80,Random Baseline,schwefel,80,,2026.599945249494,3128.937643235478,2562.3739260651546
81,Random Baseline,schwefel,81,,2021.7271164600813,3090.518938001578,2558.086755913557
82,Random Baseline,schwefel,82,,2039.6056586816737,3076.9051219443418,2558.086755913557
83,Random Baseline,schwefel,83,,1999.4297441934827,3091.2471920201956,2539.8084682692593
84,Random Baseline,schwefel,84,,1998.6369505579466,3086.227180409165,2521.3619732242587
85,Random Baseline,schwefel,85,,1965.6936896793914,3075.437175238648,2521.3619732242587
86,Random Baseline,schwefel,86,,1968.0514813221048,3069.0329706697603,2519.251598759762
87,Random Baseline,schwefel,87,,1983.3418940765866,3067.8719844661546,2508.808331695125
88,Random Baseline,schwefel,88,,1985.025154808729,3091.5146889674083,2508.7267968013916
89,Random Baseline,schwefel,89,,1993.6869141044438,3092.7921640193017,2508.7267968013916
90,Random Baseline,schwefel,90,,1973.9368269704914,3051.760969195883,2507.589757646254
91,Random Baseline,schwefel,91,,1992.153965399271,3044.101287372395,2507.589757646254
92,Random Baseline,schwefel,92,,1969.8069234632935,3023.3466877024916,2507.589757646254
93,Random Baseline,schwefel,93,,1949.8637697498195,3088.8489692179514,2507.589757646254
94,Random Baseline,schwefel,94,,1953.154074778492,3049.2850498001208,2507.589757646254
95,Random Baseline,schwefel,95,,1986.9864503722872,3032.2770041987355,2507.589757646254
96,Random Baseline,schwefel,96,,1991.692565308455,3066.9007636767114,2507.589757646254
97,Random Baseline,schwefel,97,,1958.6948163817926,3046.0305453972696,2507.589757646254
98,Random Baseline,schwefel,98,,1993.249721859452,3017.1754050274685,2507.589757646254
99,Random Baseline,schwefel,99,,1973.2173943341713,3030.8142743727317,2507.589757646254
100,Random Baseline,schwefel,100,,2007.4406024403415,3028.389343818851,2499.0993703942013
101,Random Baseline,schwefel,101,,1972.9980500819497,3028.561887343067,2490.413159523293
102,Random Baseline,schwefel,102,,1924.20622332925,2982.374639425977,2477.9621550298916
103,Random Baseline,schwefel,103,,1930.7680545949256,3052.8109346750366,2476.7861709743916
104,Random Baseline,schwefel,104,,1897.1696978827033,3040.506328523147,2469.613026301998
105,Random Baseline,schwefel,105,,1901.0656185675778,2996.581160093942,2469.613026301998
106,Random Baseline,schwefel,106,,1922.20159372083,3007.9658146343886,2469.613026301998
107,Random Baseline,schwefel,107,,1960.1384593114374,3018.016221360044,2464.471497456716
108,Random Baseline,schwefel,108,,1994.2905261482483,3014.536935757657,2464.471497456716
109,Random Baseline,schwefel,109,,1930.128523973201,3002.1195525801277,2464.471497456716
110,Random Baseline,schwefel,110,,1956.8751322069072,2966.030386211967,2455.9903276595123
111,Random Baseline,schwefel,111,,1895.3240230910203,2990.646019716723,2455.9903276595123
112,Random Baseline,schwefel,112,,1907.2414952239667,2961.951361031978,2455.9903276595123
113,Random Baseline,schwefel,113,,1925.662142791399,3003.2789682840066,2455.9903276595123
114,Random Baseline,schwefel,114,,1968.2773818867263,3013.3299783027937,2455.9903276595123
115,Random Baseline,schwefel,115,,1923.390072313181,2971.1827638225145,2455.9903276595123
116,Random Baseline,schwefel,116,,1927.9678729131215,3002.669638881414,2455.9903276595123
117,Random Baseline,schwefel,117,,1901.0238128479964,2985.0581259171618,2455.9903276595123
118,Random Baseline,schwefel,118,,1913.075776615834,3032.5584465594593,2455.9903276595123
119,Random Baseline,schwefel,119,,1923.6652432291844,3027.8680706119812,2455.9903276595123
120,Random Baseline,schwefel,120,,1903.7346307525174,2993.87760348594,2441.6371222744324
121,Random Baseline,schwefel,121,,1933.908938401357,3018.431139448448,2441.6371222744324
122,Random Baseline,schwefel,122,,1902.6705083118698,2971.346411048041,2440.9826662267824
123,Random Baseline,schwefel,123,,1897.1489756928142,2963.0147737474817,2434.6710020128417
124,Random Baseline,schwefel,124,,1912.3198355312234,3010.293600460482,2434.6710020128417
125,Random Baseline,schwefel,125,,1917.0137484993154,2947.6153208567475,2434.6710020128417
126,Random Baseline,schwefel,126,,1910.9998754987535,2964.425651933864,2434.6710020128417
127,Random Baseline,schwefel,127,,1868.0672694361376,2913.729997643579,2434.6710020128417
128,Random Baseline,schwefel,128,,1905.9338978310864,2961.4249367134207,2434.412990882457
129,Random Baseline,schwefel,129,,1913.9279718092207,2977.273810547134,2434.412990882457
130,Random Baseline,schwefel,130,,1898.6834766985853,2970.9720445984544,2432.2361994207054
131,Random Baseline,schwefel,131,,1926.8535179676483,3003.673043062072,2432.2361994207054
132,Random Baseline,schwefel,132,,1866.537452767448,3007.964453604434,2432.2361994207054
133,Random Baseline,schwefel,133,,1906.901466740264,2974.079093214979,2432.2361994207054
134,Random Baseline,schwefel,134,,1891.025089211739,2985.28048769811,2432.2361994207054
135,Random Baseline,schwefel,135,,1897.2665977732943,2977.2452448466224,2432.2361994207054
136,Random Baseline,schwefel,136,,1926.9912756688716,2955.6562396275017,2432.2361994207054
137,Random Baseline,schwefel,137,,1864.6927467681226,2929.7357468825044,2432.2361994207054
138,Random Baseline,schwefel,138,,1869.2393554553416,2949.8099017225954,2432.2361994207054
139,Random Baseline,schwefel,139,,1879.1208160239948,2997.347547847405,2432.2361994207054
140,Random Baseline,schwefel,140,,1904.045901278877,2954.743140116247,2432.2361994207054
141,Random Baseline,schwefel,141,,1921.0635914328855,2953.703586250122,2432.2361994207054
142,Random Baseline,schwefel,142,,1913.2029541372178,2943.8694797869157,2432.2361994207054
143,Random Baseline,schwefel,143,,1882.3597253975213,2967.5374022817123,2432.2361994207054
144,Random Baseline,schwefel,144,,1886.856679584239,2940.3500013872385,2432.2361994207054
145,Random Baseline,schwefel,145,,1880.031076173138,2960.639832665408,2432.2361994207054
146,Random Baseline,schwefel,146,,1918.4897622766177,3007.4751251740554,2432.2361994207054
147,Random Baseline,schwefel,147,,1864.0796524405448,3000.7571922830557,2432.2361994207054
148,Random Baseline,schwefel,148,,1904.5368431009422,2949.1910239045083,2432.2361994207054
149,Random Baseline,schwefel,149,,1860.086269816198,3021.374421218412,2432.2361994207054
150,Random Baseline,schwefel,150,,1900.1281160123167,2966.123049690844,2432.2361994207054
151,Random Baseline,schwefel,151,,1887.283724833631,2971.0387683937215,2432.2361994207054
152,Random Baseline,schwefel,152,,1889.424174735149,2908.3754875445147,2432.2361994207054
153,Random Baseline,schwefel,153,,1926.1171047540015,2986.4750528904965,2432.2361994207054
154,Random Baseline,schwefel,154,,1889.497525848037,2984.6076111442417,2432.2361994207054
155,Random Baseline,schwefel,155,,1947.300706850403,3009.9990770484897,2432.2361994207054
156,Random Baseline,schwefel,156,,1866.7596909602598,3000.8439778070165,2432.2361994207054
157,Random Baseline,schwefel,157,,1871.741555309125,2958.6716993594014,2432.2361994207054
158,Random Baseline,schwefel,158,,1860.4985219597336,2931.9167930325334,2432.2361994207054
159,Random Baseline,schwefel,159,,1895.9535916504194,2957.2670751006135,2432.2361994207054
160,Random Baseline,schwefel,160,,1914.0868238533599,2977.401579308878,2432.2144277488915
161,Random Baseline,schwefel,161,,1931.204702370593,3008.4082915642307,2432.2144277488915
162,Random Baseline,schwefel,162,,1887.8760359593666,2947.320253645921,2432.2144277488915
163,Random Baseline,schwefel,163,,1900.2460107091354,2963.9926094258026,2432.2144277488915
164,Random Baseline,schwefel,164,,1892.564066133434,2965.5178087254585,2432.2144277488915
165,Random Baseline,schwefel,165,,1875.5653108831418,3010.0901767567066,2432.2144277488915
166,Random Baseline,schwefel,166,,1894.0300873467454,2971.4286024619996,2432.2144277488915
167,Random Baseline,schwefel,167,,1884.0129978563527,2968.417581887471,2432.2144277488915
168,Random Baseline,schwefel,168,,1881.3773397947728,2967.0202735812845,2432.2144277488915
169,Random Baseline,schwefel,169,,1861.5716431916321,2918.5487148258767,2412.3014346444947
170,Random Baseline,schwefel,170,,1852.6170073995831,2914.215539968198,2412.3014346444947
171,Random Baseline,schwefel,171,,1862.252566835827,2931.8290828038344,2412.3014346444947
172,Random Baseline,schwefel,172,,1888.117018382489,2938.4384511101457,2412.3014346444947
173,Random Baseline,schwefel,173,,1869.1461947084972,2947.517481327622,2412.3014346444947
174,Random Baseline,schwefel,174,,1873.0650197513266,2940.4349941603646,2412.3014346444947
175,Random Baseline,schwefel,175,,1908.2945996903613,2939.091821255431,2412.3014346444947
176,Random Baseline,schwefel,176,,1885.1890090965005,2916.807770963836,2412.3014346444947
177,Random Baseline,schwefel,177,,1903.4264065069578,2945.993225694668,2412.3014346444947
178,Random Baseline,schwefel,178,,1838.4293170131834,2925.2238283063034,2412.3014346444947
179,Random Baseline,schwefel,179,,1856.3699012454042,2933.7221642838217,2412.3014346444947
180,Random Baseline,schwefel,180,,1905.4032618110446,2941.3833914608035,2411.431312459872
181,Random Baseline,schwefel,181,,1907.182138900875,2932.9841567056787,2411.431312459872
182,Random Baseline,schwefel,182,,1875.4187726181779,2961.1583353232,2411.431312459872
183,Random Baseline,schwefel,183,,1890.1075818516638,2953.8523519549653,2409.9015027623836
184,Random Baseline,schwefel,184,,1899.8680765310246,2890.6386664511388,2409.329694459571
185,Random Baseline,schwefel,185,,1888.4766971703839,2912.7313458093404,2409.329694459571
186,Random Baseline,schwefel,186,,1891.9127251300024,2951.859349070891,2409.329694459571
187,Random Baseline,schwefel,187,,1862.4296910526791,2958.4152767545515,2409.329694459571
188,Random Baseline,schwefel,188,,1909.0889992671177,2926.49147274694,2406.348710421347
189,Random Baseline,schwefel,189,,1823.8792140881683,2937.2668094757014,2406.348710421347
190,Random Baseline,schwefel,190,,1859.985631258712,2937.0288157831287,2406.348710421347
191,Random Baseline,schwefel,191,,1884.6346667018115,2959.7963451984965,2406.348710421347
192,Random Baseline,schwefel,192,,1866.8069866887079,2972.477840417954,2406.348710421347
193,Random Baseline,schwefel,193,,1889.4171522672546,2928.503070261957,2406.348710421347
194,Random Baseline,schwefel,194,,1900.444844729951,2962.37151486621,2406.348710421347
195,Random Baseline,schwefel,195,,1892.7397070234215,2931.4488326306423,2406.348710421347
196,Random Baseline,schwefel,196,,1870.167053586577,2910.2070757244783,2406.348710421347
197,Random Baseline,schwefel,197,,1872.075273261371,2922.321960607721,2401.7740419913475
198,Random Baseline,schwefel,198,,1856.3647094730543,2915.0470203306704,2401.7740419913475
199,Random Baseline,schwefel,199,,1850.998046518715,2908.9095010574283,2395.6175645606068
200,Random Baseline,schwefel,200,,1856.8292592780567,2940.558230844096,2395.6175645606068
0,CoCaBO,schwefel,0,,2420.5420328236596,3611.032474241009,3026.751280655623
1,CoCaBO,schwefel,1,,2401.3047805489673,3610.3858848482887,2988.3575917086387
2,CoCaBO,schwefel,2,,2338.4417449855364,3638.467822717382,2973.193029731236
3,CoCaBO,schwefel,3,,2377.3292463673906,3570.8948958864594,2958.408257673625
4,CoCaBO,schwefel,4,,2326.8130935024715,3576.8029794732,2949.7974502441493
5,CoCaBO,schwefel,5,,2331.118799604151,3588.99311169338,2940.685812480906
6,CoCaBO,schwefel,6,,2311.40491788643,3569.2794710479143,2936.013082069153
7,CoCaBO,schwefel,7,,2340.724843819476,3555.5483997553147,2929.376173029929
8,CoCaBO,schwefel,8,,2286.5837780205534,3495.704438393315,2913.685359142035
9,CoCaBO,schwefel,9,,2348.528039300872,3544.2370795937213,2905.1562886293955
10,CoCaBO,schwefel,10,,2310.834261628843,3485.088139580635,2900.0182776173747
11,CoCaBO,schwefel,11,,2269.308673602158,3472.0260428598003,2886.746605036047
12,CoCaBO,schwefel,12,,2287.8489756881604,3486.1165419829904,2886.746605036047
13,CoCaBO,schwefel,13,,2285.2082920140924,3448.2693806078105,2869.3653678403334
14,CoCaBO,schwefel,14,,2239.7409802013935,3482.040934402599,2865.4063797478416
15,CoCaBO,schwefel,15,,2305.025483251945,3480.6065303159357,2865.4063797478416
16,CoCaBO,schwefel,16,,2244.862235642632,3456.609844783907,2865.4063797478416
17,CoCaBO,schwefel,17,,2235.8116268378435,3473.883265361299,2837.307734042772
18,CoCaBO,schwefel,18,,2250.625529685209,3419.9002388365598,2830.8958058584485
19,CoCaBO,schwefel,19,,2289.9657242287944,3384.7126847667555,2830.337223473246
20,CoCaBO,schwefel,20,,2222.31911354513,3495.594103936947,2825.4047022712084
21,CoCaBO,schwefel,21,,2249.452549637214,3429.9452117040632,2815.7952671696135
22,CoCaBO,schwefel,22,,2212.4353874701783,3416.6937463523045,2810.4416038662957
23,CoCaBO,schwefel,23,,2226.0323807879017,3353.8046740009922,2783.7335427356466
24,CoCaBO,schwefel,24,,2215.9324773828985,3422.271232996523,2783.652914453666
25,CoCaBO,schwefel,25,,2201.056588871167,3356.8582116783286,2775.3868138720936
26,CoCaBO,schwefel,26,,2216.8422409201785,3312.764478098634,2764.9224782640263
27,CoCaBO,schwefel,27,,2167.766552905526,3324.37116153089,2764.449579773122
28,CoCaBO,schwefel,28,,2151.383565238729,3323.9084086875746,2750.106634363262
29,CoCaBO,schwefel,29,,2146.138876900572,3279.875938015859,2700.657957602226
30,CoCaBO,schwefel,30,,2086.8849246312534,3272.877418018473,2694.8452883061104
31,CoCaBO,schwefel,31,,2147.9216503150574,3263.1785488306987,2694.8452883061104
32,CoCaBO,schwefel,32,,2127.1044557309397,3236.252458564725,2694.8452883061104
33,CoCaBO,schwefel,33,,2104.607459162357,3275.9531377184335,2671.8687589944866
34,CoCaBO,schwefel,34,,2045.3067857172514,3278.930087113929,2671.8687589944866
35,CoCaBO,schwefel,35,,2091.4961980007465,3280.083731792493,2671.8687589944866
36,CoCaBO,schwefel,36,,2111.670382932342,3273.338889365382,2671.8687589944866
37,CoCaBO,schwefel,37,,2128.3753398905965,3216.1735163299886,2671.7139137039558
38,CoCaBO,schwefel,38,,2109.9846054124755,3248.111434392426,2663.0596576638595
39,CoCaBO,schwefel,39,,2085.343436010793,3261.208931741141,2658.418367950345
40,CoCaBO,schwefel,40,,2114.6621595194706,3213.2997707834493,2649.4283926343214
41,CoCaBO,schwefel,41,,2075.787643293334,3222.4094724805623,2649.4283926343214
42,CoCaBO,schwefel,42,,2023.600964050215,3258.710368768431,2649.4283926343214
43,CoCaBO,schwefel,43,,2084.9028461056996,3193.73345815776,2646.8395618621444
44,CoCaBO,schwefel,44,,2023.074707138936,3248.821743621648,2641.591783845123
45,CoCaBO,schwefel,45,,2065.0265261309164,3221.0208209970388,2638.609459104939
46,CoCaBO,schwefel,46,,2100.2776796803632,3209.593552701501,2638.609459104939
47,CoCaBO,schwefel,47,,2100.0776796714636,3248.5740009134975,2638.609459104939
48,CoCaBO,schwefel,48,,2073.927490093695,3146.2892283054503,2638.609459104939
49,CoCaBO,schwefel,49,,2054.5186243627654,3236.11476254245,2635.1664465252193
50,CoCaBO,schwefel,50,,2058.115769993567,3230.804794884623,2624.96528305697
51,CoCaBO,schwefel,51,,2088.675101538677,3219.2949181342865,2624.96528305697
52,CoCaBO,schwefel,52,,2076.5603618748837,3183.0786579104993,2617.3207490311975
53,CoCaBO,schwefel,53,,2041.4135770406524,3153.9442321090983,2609.122155822946
54,CoCaBO,schwefel,54,,2004.0323461232883,3220.7437003149316,2609.122155822946
55,CoCaBO,schwefel,55,,2044.507503093075,3228.4603757947193,2609.122155822946
56,CoCaBO,schwefel,56,,2067.9102043694393,3120.760971285391,2609.122155822946
57,CoCaBO,schwefel,57,,2006.4264965409488,3167.364141761427,2600.6908378528256
58,CoCaBO,schwefel,58,,2037.7234715163513,3161.9014293858704,2596.7219672636907
59,CoCaBO,schwefel,59,,2057.1876237998395,3174.619640966937,2596.7219672636907
60,CoCaBO,schwefel,60,,2062.724149090294,3137.718061402424,2596.7219672636907
61,CoCaBO,schwefel,61,,2014.6174411559398,3172.672244769851,2596.7219672636907
62,CoCaBO,schwefel,62,,2052.021273835686,3167.4725204670676,2596.7219672636907
63,CoCaBO,schwefel,63,,2033.422283972345,3194.4153103808853,2596.7219672636907
64,CoCaBO,schwefel,64,,2043.6133429878857,3190.395017075223,2596.7219672636907
65,CoCaBO,schwefel,65,,2050.0310853014807,3139.353478998198,2591.4777440395537
66,CoCaBO,schwefel,66,,2028.2311246518925,3157.836117966779,2591.4777440395537
67,CoCaBO,schwefel,67,,2037.9223213145522,3149.2492939920007,2591.4777440395537
68,CoCaBO,schwefel,68,,2044.4185807572428,3159.680402428218,2591.4777440395537
69,CoCaBO,schwefel,69,,2007.4851775796685,3164.7848773574906,2576.711461378318
70,CoCaBO,schwefel,70,,2038.1243222873754,3212.3373726352966,2576.711461378318
71,CoCaBO,schwefel,71,,2000.0985417289894,3137.2695431499133,2566.0938065960713
72,CoCaBO,schwefel,72,,2039.3282311725347,3169.502038677698,2566.0938065960713
73,CoCaBO,schwefel,73,,1993.5473636206489,3150.734463780573,2563.76893314209
74,CoCaBO,schwefel,74,,2061.280051050552,3147.4057053518286,2563.76893314209
75,CoCaBO,schwefel,75,,1977.4743440257657,3115.039760191445,2563.76893314209
76,CoCaBO,schwefel,76,,2005.4432400485077,3118.3459515176314,2563.76893314209
77,CoCaBO,schwefel,77,,2017.3127968779818,3161.8212900596745,2563.76893314209
78,CoCaBO,schwefel,78,,2021.2600861475983,3143.133603249162,2563.76893314209
79,CoCaBO,schwefel,79,,1988.166342286769,3088.6898489280297,2563.76893314209
80,CoCaBO,schwefel,80,,2008.9818111931186,3164.8134521016823,2563.76893314209
81,CoCaBO,schwefel,81,,1992.9198366955507,3095.1594622510565,2541.226811108175
82,CoCaBO,schwefel,82,,1967.3520796784576,3094.180651285689,2541.226811108175
83,CoCaBO,schwefel,83,,2012.249682460566,3083.5917457617475,2541.226811108175
84,CoCaBO,schwefel,84,,2009.2689461872608,3084.816443640697,2541.226811108175
85,CoCaBO,schwefel,85,,2006.4642882829125,3130.56319666629,2541.226811108175
86,CoCaBO,schwefel,86,,2023.4782003210742,3103.1331110155184,2541.226811108175
87,CoCaBO,schwefel,87,,1986.1560041604369,3073.792404444314,2530.592665434646
88,CoCaBO,schwefel,88,,1960.8585527636385,3071.8954628129777,2508.0442608594735
89,CoCaBO,schwefel,89,,1980.54837174385,3055.86043639392,2482.6815121086115
90,CoCaBO,schwefel,90,,1929.7496303744151,3010.2740538538355,2482.6815121086115
91,CoCaBO,schwefel,91,,1923.3775863134185,2991.087083407463,2482.6815121086115
92,CoCaBO,schwefel,92,,1947.269123333298,3021.364981144825,2480.267621908238
93,CoCaBO,schwefel,93,,1924.0493945872036,3031.0054413961066,2473.872798543402
94,CoCaBO,schwefel,94,,1980.5774514748962,3023.6432128545885,2473.872798543402
95,CoCaBO,schwefel,95,,1959.289698932102,3003.9147800403875,2473.872798543402
96,CoCaBO,schwefel,96,,1963.5473705418026,3011.8404983833448,2473.872798543402
97,CoCaBO,schwefel,97,,1924.831725066651,3014.0560841410634,2456.108088110253
98,CoCaBO,schwefel,98,,1940.659649430177,2987.1700769172203,2456.108088110253
99,CoCaBO,schwefel,99,,1929.3889462032748,2977.405051939631,2456.108088110253
100,CoCaBO,schwefel,100,,1896.0166906002596,3006.7865831696463,2455.4847239819937
101,CoCaBO,schwefel,101,,1933.1749786135156,2957.69680010447,2449.631964573361
102,CoCaBO,schwefel,102,,1880.3956725685564,2982.5298926136243,2449.631964573361
103,CoCaBO,schwefel,103,,1935.1307895257892,2964.110193725658,2449.631964573361
104,CoCaBO,schwefel,104,,1944.0309074045335,2974.326658490268,2449.631964573361
105,CoCaBO,schwefel,105,,1894.3499288419744,2979.781634416526,2449.631964573361
106,CoCaBO,schwefel,106,,1938.9990793894867,2970.8311521286273,2449.631964573361
107,CoCaBO,schwefel,107,,1919.594993315769,3006.5775873195385,2449.631964573361
108,CoCaBO,schwefel,108,,1861.0978005262011,3007.7760585060273,2449.631964573361
109,CoCaBO,schwefel,109,,1957.1113611381143,3000.0392842290507,2449.631964573361
110,CoCaBO,schwefel,110,,1926.4940881882244,2966.581265246985,2449.631964573361
111,CoCaBO,schwefel,111,,1928.3038409488188,2951.903286410618,2449.631964573361
112,CoCaBO,schwefel,112,,1921.6266292010148,2968.595754706307,2449.631964573361
