,optimizer,task,iteration,difference,lb,ub
93,PFN-BODi,xgboost_opt,93,0.0003703703703703768,-0.0013580246913580266,0.002345679012345684
94,PFN-BODi,xgboost_opt,94,0.0003703703703703768,-0.0014197530864197532,0.00222222222222223
95,PFN-BODi,xgboost_opt,95,0.0003086419753086467,-0.0015432098765432063,0.0022839506172839513
96,PFN-BODi,xgboost_opt,96,0.0003086419753086467,-0.0015432098765431998,0.0021604938271605036
97,PFN-BODi,xgboost_opt,97,0.0003086419753086467,-0.0014197530864197663,0.0022222222222222235
98,PFN-BODi,xgboost_opt,98,0.00043209876543210345,-0.0013580246913580197,0.00246913580246914
99,PFN-BODi,xgboost_opt,99,0.00043209876543210345,-0.0013580246913580233,0.0022222222222222274
100,PFN-BODi,xgboost_opt,100,0.00043209876543210345,-0.0012962962962963,0.0024074074074074046
101,PFN-BODi,xgboost_opt,101,0.00043209876543210345,-0.0012962962962962906,0.0022854938271605076
102,PFN-BODi,xgboost_opt,102,0.0004938271604938334,-0.001234567901234563,0.002407407407407401
103,PFN-BODi,xgboost_opt,103,0.0004938271604938334,-0.0012962962962962932,0.0025324074074074177
104,PFN-BODi,xgboost_opt,104,0.0004938271604938334,-0.0011728395061728302,0.0025925925925925934
105,PFN-BODi,xgboost_opt,105,0.0004938271604938334,-0.0012978395061728394,0.0025324074074074146
106,PFN-BODi,xgboost_opt,106,0.0004938271604938334,-0.001358024691358007,0.00234567901234569
107,PFN-BODi,xgboost_opt,107,0.0004938271604938334,-0.0012361111111111093,0.0023456790123456933
108,PFN-BODi,xgboost_opt,108,0.0003703703703703766,-0.0014814814814814706,0.002345679012345681
109,PFN-BODi,xgboost_opt,109,0.0003703703703703766,-0.0012962962962962898,0.002223765432098775
110,PFN-BODi,xgboost_opt,110,0.0003703703703703766,-0.0012978395061728455,0.002283950617283963
111,PFN-BODi,xgboost_opt,111,0.0003703703703703766,-0.0014814814814814701,0.0021604938271604997
112,PFN-BODi,xgboost_opt,112,0.0003703703703703766,-0.0013580246913580298,0.002345679012345676
113,PFN-BODi,xgboost_opt,113,0.0003703703703703766,-0.0013580246913580168,0.00253086419753087
114,PFN-BODi,xgboost_opt,114,0.0003703703703703766,-0.0014197530864197409,0.002160493827160506
115,PFN-BODi,xgboost_opt,115,0.0003703703703703766,-0.0014197530864197435,0.0022839506172839534
116,PFN-BODi,xgboost_opt,116,0.0003703703703703766,-0.001419753086419747,0.00234567901234569
117,PFN-BODi,xgboost_opt,117,0.0002469135802469198,-0.0014814814814814727,0.0020370370370370434
118,PFN-BODi,xgboost_opt,118,0.0002469135802469198,-0.0015447530864197592,0.0022839506172839595
119,PFN-BODi,xgboost_opt,119,0.00030864197530864983,-0.00135802469135802,0.00222222222222222
120,PFN-BODi,xgboost_opt,120,0.00030864197530864983,-0.001481481481481461,0.0022839506172839625
121,PFN-BODi,xgboost_opt,121,0.00030864197530864983,-0.0014814814814814769,0.002160493827160498
122,PFN-BODi,xgboost_opt,122,0.0003086419753086467,-0.00141975308641975,0.0023456790123456933
123,PFN-BODi,xgboost_opt,123,0.0003086419753086467,-0.0014830246913580226,0.0022222222222222274
124,PFN-BODi,xgboost_opt,124,0.0003086419753086467,-0.0014197530864197563,0.0023456790123456872
125,PFN-BODi,xgboost_opt,125,0.00030864197530864994,-0.0012962962962962898,0.0021604938271605
126,PFN-BODi,xgboost_opt,126,0.0002469135802469232,-0.0013595679012345628,0.002160493827160506
127,PFN-BODi,xgboost_opt,127,0.0001851851851851932,-0.0014197530864197428,0.0020370370370370533
128,PFN-BODi,xgboost_opt,128,0.00024691358024691993,-0.00141975308641975,0.001976851851851871
129,PFN-BODi,xgboost_opt,129,0.00024691358024691993,-0.0014212962962962927,0.00216049382716049
130,PFN-BODi,xgboost_opt,130,0.00037037037037037333,-0.0011728395061728397,0.0022222222222222296
131,PFN-BODi,xgboost_opt,131,0.00037037037037037333,-0.00123456790123456,0.0021604938271605
132,PFN-BODi,xgboost_opt,132,0.0003086419753086467,-0.0013595679012345693,0.0022237654320987716
133,PFN-BODi,xgboost_opt,133,0.0003086419753086467,-0.0013580246913580233,0.0021003086419753214
134,PFN-BODi,xgboost_opt,134,0.0001234567901234601,-0.001543209876543193,0.0019753086419753165
135,PFN-BODi,xgboost_opt,135,0.0001234567901234601,-0.0015432098765432098,0.002037037037037043
136,PFN-BODi,xgboost_opt,136,0.0001234567901234601,-0.0016666666666666694,0.0018518518518518602
137,PFN-BODi,xgboost_opt,137,0.00043209876543210345,-0.0011728395061728393,0.002407407407407413
138,PFN-BODi,xgboost_opt,138,0.0005555555555555601,-0.00111111111111111,0.00228395061728396
139,PFN-BODi,xgboost_opt,139,0.0006790123456790167,-0.0009876543209876468,0.002530864197530863
140,PFN-BODi,xgboost_opt,140,0.0006790123456790167,-0.0009259259259259266,0.002532407407407415
141,PFN-BODi,xgboost_opt,141,0.0006790123456790199,-0.0009891975308641962,0.0025925925925926
142,PFN-BODi,xgboost_opt,142,0.0006790123456790199,-0.0011111111111111003,0.0024691358024691392
143,PFN-BODi,xgboost_opt,143,0.00061728395061729,-0.001050925925925926,0.0024074074074074197
144,PFN-BODi,xgboost_opt,144,0.00067901234567902,-0.0009274691358024665,0.00240740740740742
145,PFN-BODi,xgboost_opt,145,0.0005555555555555634,-0.0009891975308641897,0.0022237654320987786
146,PFN-BODi,xgboost_opt,146,0.0004938271604938335,-0.0011126543209876562,0.0023456790123456872
147,PFN-BODi,xgboost_opt,147,0.0004938271604938335,-0.0011728395061728297,0.0022839506172839604
148,PFN-BODi,xgboost_opt,148,0.00043209876543210345,-0.0012345679012345596,0.002345679012345677
149,PFN-BODi,xgboost_opt,149,0.00043209876543210345,-0.001172839506172827,0.0021604938271605066
150,PFN-BODi,xgboost_opt,150,0.00043209876543210345,-0.0011728395061728462,0.0020370370370370403
151,PFN-BODi,xgboost_opt,151,0.00043209876543210345,-0.0011728395061728393,0.0020987654320987767
152,PFN-BODi,xgboost_opt,152,0.00043209876543210345,-0.0011111111111111163,0.002285493827160502
153,PFN-BODi,xgboost_opt,153,0.00043209876543210345,-0.00123456790123456,0.002222222222222227
154,PFN-BODi,xgboost_opt,154,0.00043209876543210345,-0.00117283950617284,0.002162037037037045
155,PFN-BODi,xgboost_opt,155,0.00043209876543210345,-0.0011111111111111066,0.002283950617283957
156,PFN-BODi,xgboost_opt,156,0.00043209876543210345,-0.0011728395061728425,0.0022237654320987617
157,PFN-BODi,xgboost_opt,157,0.00043209876543210345,-0.0011728395061728271,0.002160493827160497
158,PFN-BODi,xgboost_opt,158,0.00037037037037037344,-0.0013580246913580199,0.002160493827160506
159,PFN-BODi,xgboost_opt,159,0.00037037037037037344,-0.001112654320987659,0.0020987654320987633
160,PFN-BODi,xgboost_opt,160,0.0003086419753086435,-0.001358024691358033,0.002037037037037044
161,PFN-BODi,xgboost_opt,161,0.0003086419753086435,-0.001296296296296293,0.0021604938271604997
162,PFN-BODi,xgboost_opt,162,0.00024691358024691684,-0.0013580246913580268,0.0021003086419753183
163,PFN-BODi,xgboost_opt,163,0.00024691358024691684,-0.0013580246913580197,0.00197530864197531
164,PFN-BODi,xgboost_opt,164,0.00024691358024691684,-0.0014814814814814864,0.0021604938271605036
165,PFN-BODi,xgboost_opt,165,0.00024691358024691684,-0.0014212962962963027,0.0019753086419753104
166,PFN-BODi,xgboost_opt,166,0.00024691358024691684,-0.0013595679012345723,0.002037037037037033
167,PFN-BODi,xgboost_opt,167,0.00024691358024691684,-0.0014814814814814727,0.0021604938271605
168,PFN-BODi,xgboost_opt,168,0.0003086419753086468,-0.0012962962962963002,0.002222222222222227
169,PFN-BODi,xgboost_opt,169,0.00037037037037037344,-0.0012345679012345568,0.002162037037037045
170,PFN-BODi,xgboost_opt,170,0.00037037037037037344,-0.0012962962962962904,0.002160493827160487
171,PFN-BODi,xgboost_opt,171,0.00037037037037037344,-0.001174382716049399,0.002222222222222223
172,PFN-BODi,xgboost_opt,172,0.00037037037037037344,-0.0011728395061728564,0.0022222222222222196
173,PFN-BODi,xgboost_opt,173,0.00037037037037037344,-0.0012962962962962908,0.002285493827160506
174,PFN-BODi,xgboost_opt,174,0.00037037037037037344,-0.001419753086419747,0.002160493827160497
175,PFN-BODi,xgboost_opt,175,0.0003086419753086468,-0.0013580246913580272,0.002160493827160497
176,PFN-BODi,xgboost_opt,176,0.0003086419753086468,-0.0013580246913580227,0.0021604938271604936
177,PFN-BODi,xgboost_opt,177,0.0003086419753086468,-0.0013580246913580097,0.002222222222222241
178,PFN-BODi,xgboost_opt,178,0.0003086419753086468,-0.0014814814814814664,0.0020370370370370364
179,PFN-BODi,xgboost_opt,179,0.0003086419753086468,-0.001358024691358011,0.002222222222222223
180,PFN-BODi,xgboost_opt,180,0.0003086419753086468,-0.0013580246913580199,0.0021620370370370387
181,PFN-BODi,xgboost_opt,181,0.0003086419753086468,-0.0014212962962962931,0.002100308641975322
182,PFN-BODi,xgboost_opt,182,0.0003086419753086468,-0.001296296296296286,0.0020987654320987733
183,PFN-BODi,xgboost_opt,183,0.00012345679012346343,-0.0012978395061728426,0.0016682098765432186
184,PFN-BODi,xgboost_opt,184,0.00012345679012346343,-0.001481481481481483,0.0017283950617284066
185,PFN-BODi,xgboost_opt,185,6.707597440443654e-18,-0.0016064814814814759,0.001481481481481503
186,PFN-BODi,xgboost_opt,186,-6.172839506172327e-05,-0.001543209876543206,0.0014830246913580447
187,PFN-BODi,xgboost_opt,187,-0.0002469135802469101,-0.0018518518518518534,0.0012962962962963095
188,PFN-BODi,xgboost_opt,188,-0.0002469135802469101,-0.0019151234567901265,0.001297839506172851
189,PFN-BODi,xgboost_opt,189,-0.0002469135802469101,-0.001851851851851847,0.0012345679012345729
190,PFN-BODi,xgboost_opt,190,-0.0002469135802469101,-0.0017283950617283867,0.0014212962962963016
191,PFN-BODi,xgboost_opt,191,-0.0002469135802469101,-0.0017916666666666762,0.0012962962962963
192,PFN-BODi,xgboost_opt,192,-0.0003086419753086401,-0.0019753086419752974,0.0012962962962962997
193,PFN-BODi,xgboost_opt,193,-0.0003086419753086401,-0.001975308641975303,0.001234567901234577
194,PFN-BODi,xgboost_opt,194,-0.0003086419753086401,-0.0019135802469135701,0.0012345679012345733
195,PFN-BODi,xgboost_opt,195,-0.0002469135802469101,-0.0017283950617283832,0.0012978395061728517
196,PFN-BODi,xgboost_opt,196,-0.00018518518518518325,-0.0015447530864197527,0.0012345679012345633
197,PFN-BODi,xgboost_opt,197,-0.00018518518518518325,-0.0016064814814814856,0.0011743827160493876
198,PFN-BODi,xgboost_opt,198,-0.00018518518518518325,-0.0016666666666666605,0.0011728395061728466
199,PFN-BODi,xgboost_opt,199,-0.00018518518518518325,-0.0016064814814814833,0.0011743827160493848
200,PFN-BODi,xgboost_opt,200,-0.00024691358024691326,-0.0017283950617283997,0.00123456790123457
0,PFN-CoCaBO,schwefel,0,0.0,0.0,0.0
1,PFN-CoCaBO,schwefel,1,-11.055671297869994,-73.94400466617742,42.76183632630796
2,PFN-CoCaBO,schwefel,2,15.416973296684747,-62.25065560656741,106.2017528284291
3,PFN-CoCaBO,schwefel,3,32.79998140609345,-58.82023911673662,129.21508909109102
4,PFN-CoCaBO,schwefel,4,24.189173976617358,-66.2731185182943,114.51915449563327
5,PFN-CoCaBO,schwefel,5,30.700060690382657,-54.2931077929165,128.45613013697493
6,PFN-CoCaBO,schwefel,6,26.027330278629226,-65.72311439363412,121.55537368208071
7,PFN-CoCaBO,schwefel,7,31.51692224410353,-59.03875163390575,121.19063239718471
8,PFN-CoCaBO,schwefel,8,84.64730386818393,-24.218054180058314,204.7975434371051
9,PFN-CoCaBO,schwefel,9,108.04612584402233,0.29942343084586714,236.38272338728243
10,PFN-CoCaBO,schwefel,10,126.76384531874871,7.588533513140569,255.3601220591882
11,PFN-CoCaBO,schwefel,11,114.03004725251078,-12.014495631203207,261.13875750310154
12,PFN-CoCaBO,schwefel,12,125.61971283198235,-3.890972369290723,269.7122797928201
13,PFN-CoCaBO,schwefel,13,111.59944443541326,-3.7903300514688283,250.568429994095
14,PFN-CoCaBO,schwefel,14,132.16877268740552,-1.9420588340704075,262.572724850458
15,PFN-CoCaBO,schwefel,15,161.5572940101696,31.434018876651397,287.7188072679285
16,PFN-CoCaBO,schwefel,16,161.5572940101696,31.506515201593178,299.33524822249603
17,PFN-CoCaBO,schwefel,17,153.20003611059693,12.435871585670128,306.2398082559436
18,PFN-CoCaBO,schwefel,18,161.3968916965868,29.5415051940219,298.1582358313873
19,PFN-CoCaBO,schwefel,19,160.83830931138394,13.685934852926113,296.11734403791735
20,PFN-CoCaBO,schwefel,20,176.32130031716054,18.357790239801595,321.4365224936965
21,PFN-CoCaBO,schwefel,21,173.76326585593785,33.75604216350618,327.1416428509969
22,PFN-CoCaBO,schwefel,22,200.42240083807624,56.18793481999843,347.5468218193534
23,PFN-CoCaBO,schwefel,23,173.88821319426253,32.68945732955064,319.30401732504197
24,PFN-CoCaBO,schwefel,24,183.52414815940497,41.556142984743175,323.12558533439943
25,PFN-CoCaBO,schwefel,25,194.1621365084438,76.87240882628011,329.5485213674347
26,PFN-CoCaBO,schwefel,26,224.65511485271833,100.23287738046056,339.3075802458365
27,PFN-CoCaBO,schwefel,27,224.182216361814,116.30270558515637,347.7446386097043
28,PFN-CoCaBO,schwefel,28,212.36050788265368,90.59366749885056,339.0891104093255
29,PFN-CoCaBO,schwefel,29,165.72307176520596,41.4408662326052,292.535495257925
30,PFN-CoCaBO,schwefel,30,165.43211536886636,41.69979030467888,289.6532502047705
31,PFN-CoCaBO,schwefel,31,165.60987983010602,45.303342259233794,291.538682578459
32,PFN-CoCaBO,schwefel,32,194.6514127736145,58.68323432320331,315.7620052228469
33,PFN-CoCaBO,schwefel,33,171.67488346199053,52.77614811478659,291.8143781023844
34,PFN-CoCaBO,schwefel,34,203.2637451577416,76.59494529049657,330.8709392419227
35,PFN-CoCaBO,schwefel,35,207.630894067398,80.0458697270423,334.89498879143866
36,PFN-CoCaBO,schwefel,36,211.29087140732935,91.0304118185308,339.0674316548136
37,PFN-CoCaBO,schwefel,37,221.8338192280987,90.33701613662718,351.579574362042
38,PFN-CoCaBO,schwefel,38,223.944462767901,93.05893120041513,344.94538378801394
39,PFN-CoCaBO,schwefel,39,220.35889731636283,101.00901357938987,346.3863686321478
40,PFN-CoCaBO,schwefel,40,212.99213189019562,90.37541515952647,340.5718922017273
41,PFN-CoCaBO,schwefel,41,216.81194349009965,91.3663769957264,340.468312060575
42,PFN-CoCaBO,schwefel,42,216.81194349009965,99.23356297639073,343.16284385981197
43,PFN-CoCaBO,schwefel,43,217.67804390546823,94.98794737492355,338.37736541210654
44,PFN-CoCaBO,schwefel,44,212.4302658884467,93.27219387795088,338.3129496519982
45,PFN-CoCaBO,schwefel,45,218.3486437361769,93.11639981406104,349.8509583101375
46,PFN-CoCaBO,schwefel,46,218.41904331506083,93.13178221513537,339.2358278915945
47,PFN-CoCaBO,schwefel,47,223.6326100761056,100.12951551768623,346.2436066480539
48,PFN-CoCaBO,schwefel,48,223.6326100761056,102.89494478179691,348.13652846548615
49,PFN-CoCaBO,schwefel,49,224.46365351440238,105.49373168945368,346.61308039413973
50,PFN-CoCaBO,schwefel,50,214.26249004615298,84.07369149243513,342.5860616117488
51,PFN-CoCaBO,schwefel,51,214.27120478663184,82.86947778427911,341.6663494966935
52,PFN-CoCaBO,schwefel,52,206.62667076085967,71.77846782966272,340.8828803193231
53,PFN-CoCaBO,schwefel,53,208.04295409227313,75.33146494046913,334.2714884843893
54,PFN-CoCaBO,schwefel,54,211.3713220495676,81.96131066844498,335.2532156810052
55,PFN-CoCaBO,schwefel,55,213.41620498926355,94.85955862827338,355.3744495575095
56,PFN-CoCaBO,schwefel,56,213.41620498926355,83.43164556476931,336.4120888999846
57,PFN-CoCaBO,schwefel,57,211.92678220995484,88.03000165353004,335.98243191641325
58,PFN-CoCaBO,schwefel,58,207.95791162081954,78.81879631725063,331.43179179527687
59,PFN-CoCaBO,schwefel,59,220.21927665117082,92.0911059552551,349.72573209379624
60,PFN-CoCaBO,schwefel,60,220.21927665117082,94.33346985860331,354.9014115247456
61,PFN-CoCaBO,schwefel,61,244.53509645678994,122.6907717382669,367.7789090756486
62,PFN-CoCaBO,schwefel,62,266.2771164908562,144.94817599145802,413.9142607772514
63,PFN-CoCaBO,schwefel,63,267.1875650770598,144.24741115426488,404.9877277795348
64,PFN-CoCaBO,schwefel,64,267.1875650770598,152.17932344425375,404.0420773503519
65,PFN-CoCaBO,schwefel,65,261.9433418529232,127.63161218456172,398.888476400168
66,PFN-CoCaBO,schwefel,66,261.9433418529232,135.7114839123128,402.08628579056585
67,PFN-CoCaBO,schwefel,67,268.16529779174203,142.81682603608957,403.04636736301916
68,PFN-CoCaBO,schwefel,68,268.16529779174203,144.51414925307333,398.2430956787142
69,PFN-CoCaBO,schwefel,69,253.3990151305061,124.09015593805795,379.20298249060465
70,PFN-CoCaBO,schwefel,70,253.3990151305061,133.50700152458413,377.5928029324976
71,PFN-CoCaBO,schwefel,71,242.78136034825948,120.51547292934283,381.5733896052418
72,PFN-CoCaBO,schwefel,72,242.78136034825948,117.03815623931658,371.4653427798873
73,PFN-CoCaBO,schwefel,73,240.45648689427853,119.2432088081519,372.0864298758675
74,PFN-CoCaBO,schwefel,74,250.39265950703265,131.3101933857935,382.84605150243607
75,PFN-CoCaBO,schwefel,75,250.39265950703265,127.49916167050878,381.91141552811376
76,PFN-CoCaBO,schwefel,76,250.39265950703265,128.2833869400241,378.9524098470188
77,PFN-CoCaBO,schwefel,77,257.01762148324724,129.6376955183794,383.81865334466727
78,PFN-CoCaBO,schwefel,78,258.4896518109184,140.41500920119412,383.09088772203177
79,PFN-CoCaBO,schwefel,79,258.4896518109184,137.99402631895677,384.0325691542456
80,PFN-CoCaBO,schwefel,80,261.33202843192595,140.55360600019122,387.3645566251875
81,PFN-CoCaBO,schwefel,81,238.78990639801074,125.17432066791275,365.35863089926465
82,PFN-CoCaBO,schwefel,82,238.78990639801074,117.10732479840198,367.6633001489706
83,PFN-CoCaBO,schwefel,83,238.78990639801074,119.7431765606584,358.3541773124143
84,PFN-CoCaBO,schwefel,84,244.9415273789715,131.50015460673123,369.63604199932485
85,PFN-CoCaBO,schwefel,85,244.9415273789715,124.75115174718171,362.4017287069005
86,PFN-CoCaBO,schwefel,86,245.91726012380505,138.4660528141959,370.3352073913051
87,PFN-CoCaBO,schwefel,87,235.2831144502756,100.83844120887484,366.69236390783317
88,PFN-CoCaBO,schwefel,88,212.73470987510353,82.15703086064191,328.30606705132556
89,PFN-CoCaBO,schwefel,89,187.37196112424147,54.256955269141315,322.8661892404043
90,PFN-CoCaBO,schwefel,90,204.29978306408194,81.48627786267208,329.2741584820105
91,PFN-CoCaBO,schwefel,91,204.29978306408194,78.62299417359446,324.2149606802918
92,PFN-CoCaBO,schwefel,92,203.57828627774168,83.76301728253469,331.00287767323533
93,PFN-CoCaBO,schwefel,93,197.1834629129057,71.86205135675891,316.18609153280744
94,PFN-CoCaBO,schwefel,94,197.1834629129057,57.671292530438436,326.1287876220219
95,PFN-CoCaBO,schwefel,95,198.28062886978216,68.56809841713907,331.66609670658056
96,PFN-CoCaBO,schwefel,96,226.58631310035864,111.76355048836588,343.79806052027436
97,PFN-CoCaBO,schwefel,97,208.82160266720942,92.62053525482553,321.9299714739886
98,PFN-CoCaBO,schwefel,98,208.82160266720942,95.94198680558397,322.7009798824061
99,PFN-CoCaBO,schwefel,99,208.82160266720942,97.04335749202747,325.45505638028857
100,PFN-CoCaBO,schwefel,100,211.15259232312917,92.06350733607245,322.18673762596774
101,PFN-CoCaBO,schwefel,101,205.29983291449673,96.12282014161212,313.60198504139527
102,PFN-CoCaBO,schwefel,102,208.10617925738086,91.05951237152814,333.6869324974548
103,PFN-CoCaBO,schwefel,103,208.10617925738086,92.80509130716719,325.31416699569894
104,PFN-CoCaBO,schwefel,104,208.10617925738086,88.66248772486009,323.52758072273065
105,PFN-CoCaBO,schwefel,105,214.47377711878173,96.46909112247546,329.5244466543447
106,PFN-CoCaBO,schwefel,106,214.47377711878173,97.46544633022769,328.4256415075613
107,PFN-CoCaBO,schwefel,107,214.47377711878173,102.88312607852296,327.094987250888
108,PFN-CoCaBO,schwefel,108,214.47377711878173,108.63056173591055,326.6232891336815
109,PFN-CoCaBO,schwefel,109,220.47454227357105,98.97535508649871,339.33930983286814
110,PFN-CoCaBO,schwefel,110,220.47454227357105,104.41521697098,340.263268856347
111,PFN-CoCaBO,schwefel,111,222.76072748765907,110.83328114334824,338.9380211591407
112,PFN-CoCaBO,schwefel,112,227.01735538403915,116.24782017095487,337.60518559877175
113,PFN-CoCaBO,schwefel,113,229.80840775208904,101.9852066569793,336.76498386530653
114,PFN-CoCaBO,schwefel,114,229.80840775208904,112.10139122739996,346.62358000729773
115,PFN-CoCaBO,schwefel,115,224.69867136458635,104.6894063213617,346.4919005900448
116,PFN-CoCaBO,schwefel,116,225.01849710525445,101.6221869247626,347.12380821337536
117,PFN-CoCaBO,schwefel,117,225.01849710525445,110.49867795122648,344.4574410006494
118,PFN-CoCaBO,schwefel,118,213.59156266270276,86.92727627196274,334.6843416980357
119,PFN-CoCaBO,schwefel,119,226.45974656291168,115.39727024591197,345.33279549310174
120,PFN-CoCaBO,schwefel,120,226.45974656291168,104.30468037913343,344.370676763227
121,PFN-CoCaBO,schwefel,121,226.48226980671794,98.04167237183464,357.8390629900965
122,PFN-CoCaBO,schwefel,122,232.87665429363304,112.20608687506767,354.2349181644525
123,PFN-CoCaBO,schwefel,123,232.87665429363304,120.89392099434416,353.9728057948876
124,PFN-CoCaBO,schwefel,124,221.01349460017357,97.88785514790224,329.9346521615993
125,PFN-CoCaBO,schwefel,125,229.62074839643293,109.89090251684372,353.1064848426687
126,PFN-CoCaBO,schwefel,126,229.62074839643293,106.96670981426557,344.8495428721558
127,PFN-CoCaBO,schwefel,127,229.62074839643293,111.8983505801526,344.92727799889144
128,PFN-CoCaBO,schwefel,128,229.62074839643293,114.68450417626826,345.277463389509
129,PFN-CoCaBO,schwefel,129,229.62074839643293,119.08656791556746,339.35049469131997
130,PFN-CoCaBO,schwefel,130,217.91860498087323,104.46691208380777,331.6474774866996
131,PFN-CoCaBO,schwefel,131,217.91860498087323,107.16931601920857,321.9112422198376
132,PFN-CoCaBO,schwefel,132,217.91860498087323,104.65737858921399,320.5211434141448
133,PFN-CoCaBO,schwefel,133,218.31179081134147,99.20030150792772,331.63723970183605
134,PFN-CoCaBO,schwefel,134,218.31179081134147,110.1134646781464,329.86679600127667
135,PFN-CoCaBO,schwefel,135,218.31179081134147,103.54259270423034,328.29463653631325
136,PFN-CoCaBO,schwefel,136,218.31179081134147,110.8498810218674,318.4881912017944
137,PFN-CoCaBO,schwefel,137,218.31179081134147,107.91730892004075,327.80136940148975
138,PFN-CoCaBO,schwefel,138,218.31179081134147,106.55182391467575,325.0747531641382
139,PFN-CoCaBO,schwefel,139,218.31179081134147,103.10006568886132,324.77421914008323
140,PFN-CoCaBO,schwefel,140,220.93262687903396,105.31256847148403,324.7719534896665
141,PFN-CoCaBO,schwefel,141,220.811071757217,111.65374701588031,319.8438721041187
142,PFN-CoCaBO,schwefel,142,220.811071757217,114.42623082146939,325.72159220519006
143,PFN-CoCaBO,schwefel,143,225.90331457874515,105.01185171204258,331.5700728103552
144,PFN-CoCaBO,schwefel,144,225.90331457874515,106.77833675553939,332.8182941735977
145,PFN-CoCaBO,schwefel,145,225.90331457874515,112.58348111377926,337.3751423968891
146,PFN-CoCaBO,schwefel,146,225.90331457874515,115.32448644452488,340.4854780498752
147,PFN-CoCaBO,schwefel,147,222.2642125857051,109.71503463950992,330.61955470400886
148,PFN-CoCaBO,schwefel,148,224.24822858094345,110.36976346181166,332.57435687918337
149,PFN-CoCaBO,schwefel,149,224.24822858094345,119.64910301371262,325.9399319788134
150,PFN-CoCaBO,schwefel,150,225.88620136217367,125.1937554393243,318.732765401522
151,PFN-CoCaBO,schwefel,151,225.88620136217367,114.6472546427201,327.1937500952065
152,PFN-CoCaBO,schwefel,152,225.88620136217367,115.20223524763666,333.646859107029
153,PFN-CoCaBO,schwefel,153,224.40210349987885,116.02048743879398,326.00141584503467
154,PFN-CoCaBO,schwefel,154,234.41676352647272,131.83071494513266,336.4783323965659
155,PFN-CoCaBO,schwefel,155,232.02301428811768,130.30254190587945,327.3437148224498
156,PFN-CoCaBO,schwefel,156,232.12940701136753,135.23193178325448,326.0345865670092
157,PFN-CoCaBO,schwefel,157,250.29117810370184,147.53879884573922,359.41998248362484
158,PFN-CoCaBO,schwefel,158,247.59487226926856,147.90505521884415,350.7761438889482
159,PFN-CoCaBO,schwefel,159,248.0396665436445,141.4176158390205,354.07022128936495
160,PFN-CoCaBO,schwefel,160,248.0396665436445,148.08433294880194,348.23557236047264
161,PFN-CoCaBO,schwefel,161,248.0396665436445,151.415981080162,347.58222967740767
162,PFN-CoCaBO,schwefel,162,248.0396665436445,147.96935973344526,350.00272042395005
163,PFN-CoCaBO,schwefel,163,248.0396665436445,152.31871638510037,358.3103237204797
164,PFN-CoCaBO,schwefel,164,248.0396665436445,146.0473255571226,354.2940841623069
165,PFN-CoCaBO,schwefel,165,248.1849214837174,147.2390817006991,355.846970275234
166,PFN-CoCaBO,schwefel,166,248.1849214837174,144.48702435492018,357.34555360378613
167,PFN-CoCaBO,schwefel,167,248.1849214837174,150.9487340538107,356.5560885949277
168,PFN-CoCaBO,schwefel,168,248.1849214837174,141.80000706613893,355.5182919079545
169,PFN-CoCaBO,schwefel,169,248.1849214837174,144.0831116115808,354.4870657252676
170,PFN-CoCaBO,schwefel,170,248.1849214837174,150.50504753622585,346.354778078447
171,PFN-CoCaBO,schwefel,171,248.1849214837174,147.02954166941564,347.5685430603862
172,PFN-CoCaBO,schwefel,172,248.1849214837174,142.6349508404131,355.58191480753965
173,PFN-CoCaBO,schwefel,173,255.60534356433462,155.68083186020033,370.16696672728114
174,PFN-CoCaBO,schwefel,174,255.60534356433462,141.97500790795095,365.5488378950645
175,PFN-CoCaBO,schwefel,175,279.05848113243366,170.53030887880362,383.5792041160114
176,PFN-CoCaBO,schwefel,176,279.05848113243366,172.1952226173435,390.7436290017105
177,PFN-CoCaBO,schwefel,177,280.7660307722584,176.9273270143575,395.7573696185829
178,PFN-CoCaBO,schwefel,178,291.051270732436,184.31899205248396,406.93021262128434
179,PFN-CoCaBO,schwefel,179,291.051270732436,187.4836177583491,396.3750273811177
180,PFN-CoCaBO,schwefel,180,291.051270732436,183.08727879907664,396.3228581057476
181,PFN-CoCaBO,schwefel,181,291.051270732436,178.20805126862,403.1028048164042
182,PFN-CoCaBO,schwefel,182,291.051270732436,185.984101473296,398.30442711496005
183,PFN-CoCaBO,schwefel,183,291.051270732436,187.90095698119387,399.90834990333803
184,PFN-CoCaBO,schwefel,184,291.051270732436,181.6602416646097,402.4581676957395
185,PFN-CoCaBO,schwefel,185,291.051270732436,180.8887903644595,391.13203320947605
186,PFN-CoCaBO,schwefel,186,291.051270732436,182.10337230592555,396.1467340088819
187,PFN-CoCaBO,schwefel,187,291.051270732436,190.05895864386335,398.64624239335393
188,PFN-CoCaBO,schwefel,188,291.051270732436,179.14217015644763,392.5457143391174
189,PFN-CoCaBO,schwefel,189,291.051270732436,178.53196400694603,396.9611707741037
190,PFN-CoCaBO,schwefel,190,291.051270732436,188.8934692727306,395.59630940600744
191,PFN-CoCaBO,schwefel,191,291.051270732436,186.11367147601945,408.1549413309008
192,PFN-CoCaBO,schwefel,192,291.051270732436,181.43708811143836,396.8896689232864
193,PFN-CoCaBO,schwefel,193,291.051270732436,186.17376747907036,400.6103966165517
